Year,Semester,Course_Number,English_Name,Section,Lecturer_Name,Lecturer_ID,Department,Day,Time,Room,Room_ID,Registered_Students,Room_Capacity,Online,Start_Time,End_Time,islab,Department_ID,Credit Hours
2022-2023,Second Semester,12446,digital image processing,2,Dr. Baha Khasawneh,16,Computer Graphics,Mon Wed,14:00-15:30,it301,12,23,40,no,14:00,15:30,False,12,3
2022-2023,Second Semester,12447,user experience,1,Dr. Muhanna Muhanna,42,Computer Graphics,Mon Wed,09:30-11:00,it302,13,20,26,no,09:30,11:00,False,12,3
2022-2023,Second Semester,12467,video editing and production,1,Narmeen Alhyari,15,Computer Graphics,Sun Tue Thu,17:00-18:00,it301,12,16,40,blended,17:00,18:00,False,12,3
2022-2023,Second Semester,12471,selected topics in computer animation,1,Rosana Marar,41,Computer Graphics,Sun Tue Thu,09:00-10:00,it302,13,19,26,no,09:00,10:00,False,12,3
2022-2023,Second Semester,12481,virtual and augmented reality,1,Dr. Mohammad Alzoubi,39,Computer Graphics,Sun Tue Thu,12:00-13:00,it301,12,26,40,no,12:00,13:00,False,12,3
2022-2023,Second Semester,13211,introduction to software engineering,1,Dr. Abdullah Al-Refai,8,Software Engineering,Sun Tue Thu,11:00-12:00,208,15,24,46,no,11:00,12:00,False,13,3
2022-2023,Second Semester,13212,software construction,1,Dr. Firas Ghanim,43,Software Engineering,Sun Tue Thu,09:00-10:00,it106,16,20,44,no,09:00,10:00,False,13,3
2022-2023,Second Semester,13324,system analysis and design,1,Dr. Rania Alzubaidi,6,Software Engineering,Mon Wed,09:30-11:00,208,15,18,46,no,09:30,11:00,False,13,3
2022-2023,Second Semester,13325,software requirements analysis,1,Dr. Hazem Qattous,44,Software Engineering,Sun Tue Thu,11:00-12:00,it106,16,22,44,no,11:00,12:00,False,13,3
2022-2023,Second Semester,13327,sotware design and architecture,1,Dr. Hazem Qattous,44,Software Engineering,Sun Tue Thu,10:00-11:00,it106,16,13,44,no,10:00,11:00,False,13,3
2022-2023,Second Semester,13327,sotware design and architecture,2,Dr. Hazem Qattous,44,Software Engineering,Mon Wed,11:00-12:30,it106,16,13,44,no,11:00,12:30,False,13,3
2022-2023,Second Semester,13334,mobile application development,1,Abedalrhman Alkhateeb,46,Software Engineering,Mon Wed,08:00-09:30,it106,16,22,44,no,08:00,09:30,False,13,3
2022-2023,Second Semester,13334,mobile application development,2,Abedalrhman Alkhateeb,46,Software Engineering,Sun Tue Thu,10:00-11:00,it106,16,24,44,no,10:00,11:00,False,13,3
2022-2023,Second Semester,13335,server side programming,1,Abedalrhman Alkhateeb,46,Software Engineering,Wed,09:30-11:00,it106,16,18,44,blended,09:30,11:00,False,13,3
2022-2023,Second Semester,13393,special topic in software engineering (1),1,Dr. Abdullah Al-Refai,8,Software Engineering,Mon Wed,12:30-14:00,it103,17,20,40,no,12:30,14:00,False,13,3
2022-2023,Second Semester,13428,software quality assurance and testing,1,Prof. Abdallah Qusef,47,Software Engineering,Sun Tue Thu,12:00-13:00,208,15,37,46,no,12:00,13:00,False,13,3
2022-2023,Second Semester,13431,advanced topics in programming,1,Dr. Firas Ghanim,43,Software Engineering,Mon Wed,11:00-12:30,it106,16,16,44,no,11:00,12:30,False,13,3
2022-2023,Second Semester,13434,secure software development,1,Dr. Ahmad Altamimi,13,Software Engineering,Sun Tue Thu,13:00-14:00,it106,16,19,44,no,13:00,14:00,False,13,3
2022-2023,Second Semester,13435,database management system,1,Dr. Ahmad Altamimi,13,Software Engineering,Mon,12:30-14:00,203,6,43,46,blended,12:30,14:00,False,13,3
2022-2023,Second Semester,13477,software engineering,1,Dr. Ammar Odeh,4,Computer Science,Mon,12:30-14:00,203,6,38,46,no,12:30,14:00,False,1113,3
2022-2023,Second Semester,13477,software engineering,2,Dr. Ammar Odeh,4,Computer Science,Mon,09:30-11:00,203,6,35,46,no,09:30,11:00,False,1113,3
2022-2023,Second Semester,14140,introduction to data science,1,Dr. Ahmad Alzghoul,21,Data Science,Sun Tue Thu,11:00-12:00,206,18,31,46,no,11:00,12:00,False,14,3
2022-2023,Second Semester,14140,introduction to data science,2,Gaith Rjoub,32,Data Science,Mon Wed,09:30-11:00,206,18,14,46,no,09:30,11:00,False,14,3
2022-2023,Second Semester,14140,introduction to data science,3,Dr. Ahmad Alzghoul,21,Data Science,Sun Tue Thu,12:00-13:00,206,18,24,46,no,12:00,13:00,False,14,3
2022-2023,Second Semester,14141,introduction to data science lab,1,Dr. Tariq Bdair,49,Data Science,Sun,14:00-17:00,it102,3,19,45,no,14:00,17:00,True,14,1
2022-2023,Second Semester,14141,introduction to data science lab,2,Dr. Ahmad Alzghoul,21,Data Science,Tue,08:00-11:00,it102,3,15,45,no,08:00,11:00,True,14,1
2022-2023,Second Semester,14141,introduction to data science lab,3,Dr. Tariq Bdair,49,Data Science,Mon,14:00-17:00,it102,3,21,45,no,14:00,17:00,True,14,1
2022-2023,Second Semester,14141,introduction to data science lab,4,Dr. Ahmad Alzghoul,21,Data Science,Wed,14:00-17:00,it102,3,19,45,no,14:00,17:00,True,14,1
2022-2023,Second Semester,14141,introduction to data science lab,5,Dr. Abdullah Aref,17,Data Science,Thu,08:00-11:00,it102,3,12,45,no,08:00,11:00,True,14,1
2022-2023,Second Semester,14260,data engineering,1,Gaith Rjoub,32,Data Science,Sun Tue,13:00-14:00,207,5,21,52,blended,13:00,14:00,False,14,3
2022-2023,Second Semester,14261,data engineering lab,1,Gaith Rjoub,32,Data Science,Tue,14:00-17:00,it101,19,16,30,blended,14:00,17:00,True,14,1
2022-2023,Second Semester,14270,statistics and probability for data science,1,Gaith Rjoub,32,Data Science,Sun Tue Thu,09:00-10:00,it102,3,30,45,no,09:00,10:00,False,14,3
2022-2023,Second Semester,14270,statistics and probability for data science,2,Dr. Osama Abdel Hay,50,Data Science,Mon Wed,12:30-14:00,it102,3,22,45,no,12:30,14:00,False,14,3
2022-2023,Second Semester,14271,statistics and probability for data science lab,1,Dr. Osama Abdel Hay,50,Data Science,Mon,14:00-17:00,it106,16,22,44,no,14:00,17:00,True,14,1
2022-2023,Second Semester,14271,statistics and probability for data science lab,2,Dr. Osama Abdel Hay,50,Data Science,Wed,14:00-17:00,it106,16,22,44,no,14:00,17:00,True,14,1
2022-2023,Second Semester,14330,artificial intelligence,1,Prof. Saleh Abu Soud,184,Data Science,Sun Tue Thu,10:00-11:00,207,5,14,52,no,10:00,11:00,False,14,3
2022-2023,Second Semester,14330,artificial intelligence,2,Prof. Saleh Abu Soud,184,Data Science,Sun Tue Thu,12:00-13:00,207,5,16,52,no,12:00,13:00,False,14,3
2022-2023,Second Semester,14330,artificial intelligence,3,Dr. Bushra Alhijawi,48,Data Science,Mon Wed,12:30-14:00,207,5,19,52,no,12:30,14:00,False,14,3
2022-2023,Second Semester,14331,artificial intelligence lab,2,Dr. Bushra Alhijawi,48,Data Science,Tue,14:00-17:00,it103,17,11,40,no,14:00,17:00,True,14,1
2022-2023,Second Semester,14331,artificial intelligence lab,3,Dr. Bushra Alhijawi,48,Data Science,Sun,14:00-17:00,it103,17,12,40,no,14:00,17:00,True,14,1
2022-2023,Second Semester,14350,computer architecture for machine learning,1,Dr. Serin Atiani,30,Data Science,Mon Wed,12:30-14:00,207,5,27,52,no,12:30,14:00,False,14,3
2022-2023,Second Semester,14350,computer architecture for machine learning,2,Dr. Serin Atiani,30,Data Science,Mon Wed,09:30-11:00,207,5,43,52,no,09:30,11:00,False,14,3
2022-2023,Second Semester,14351,natural language processing,1,Prof. Moh'D Azzeh,51,Data Science,Sun Tue Thu,10:00-11:00,207,5,38,52,no,10:00,11:00,False,14,3
2022-2023,Second Semester,14351,natural language processing,2,Prof. Moh'D Azzeh,51,Data Science,Mon Wed,12:30-14:00,207,5,31,52,no,12:30,14:00,False,14,3
2022-2023,Second Semester,14357,special topic in data science and ai (1),1,Dr. Serin Atiani,30,Data Science,Sun Tue,09:00-10:00,208,15,37,46,blended,09:00,10:00,False,14,3
2022-2023,Second Semester,14362,high performance computing for big data,1,Dr. Abdullah Aref,17,Data Science,Mon Wed,09:30-11:00,it107,20,19,44,no,09:30,11:00,False,14,3
2022-2023,Second Semester,14362,high performance computing for big data,2,Dr. Abdullah Aref,17,Data Science,Sun Tue Thu,12:00-13:00,it107,20,35,44,no,12:00,13:00,False,14,3
2022-2023,Second Semester,14364,data visualization,1,Dr. Osama Abdel Hay,50,Data Science,Sun Tue Thu,10:00-11:00,206,18,27,46,no,10:00,11:00,False,14,3
2022-2023,Second Semester,14452,pattern recognition,1,Dr. Tariq Bdair,49,Data Science,Mon,09:30-11:00,208,15,13,46,blended,09:30,11:00,False,14,3
2022-2023,Second Semester,14452,pattern recognition,2,Dr. Tariq Bdair,49,Data Science,Mon,12:30-14:00,208,15,14,46,blended,12:30,14:00,False,14,3
2022-2023,Second Semester,14456,robotics programming,1,Remah Bani Younisse,25,Data Science,Sun Tue,14:00-15:00,206,18,41,46,blended,14:00,15:00,False,14,3
2022-2023,Second Semester,14458,computer vision,1,Dr. Tariq Bdair,49,Data Science,Sun Tue,13:00-14:00,it104,9,11,34,blended,13:00,14:00,False,14,3
2022-2023,Second Semester,14465,data mining,1,Prof. Amer Badarneh,28,Data Science,Sun Tue Thu,13:00-14:00,206,18,34,46,blended,13:00,14:00,False,14,3
2022-2023,Second Semester,14466,business intelligence,1,Dr. Mohammad Abdel Rahman,52,Data Science,Sun Tue,11:00-12:00,207,5,36,52,no,11:00,12:00,False,14,3
2022-2023,Second Semester,14469,special topic in data science and ai (2),1,Abedalrhman Alkhateeb,46,Data Science,Sun Tue,08:00-09:00,it107,20,42,44,blended,08:00,09:00,False,14,3
2022-2023,Second Semester,15110,cybersecurity fundamentals,1,Rahmeh Ibrahim,12,Cyber Security,Mon,11:00-12:30,202,7,20,60,blended,11:00,12:30,False,15,3
2022-2023,Second Semester,15110,cybersecurity fundamentals,2,Yousef Yaseen,3,Cyber Security,Mon,09:30-11:00,202,7,24,60,blended,09:30,11:00,False,15,3
2022-2023,Second Semester,15110,cybersecurity fundamentals,3,Rahmeh Ibrahim,12,Cyber Security,Mon,12:30-14:00,202,7,21,60,blended,12:30,14:00,False,15,3
2022-2023,Second Semester,15220,networks fundamentals,1,Dr. Manaf Gharaibeh,19,Cyber Security,Sun Tue Thu,12:00-13:00,208,15,26,46,no,12:00,13:00,False,15,3
2022-2023,Second Semester,15230,programming for security professionals,1,Dr. Khaled Mahmoud,23,Cyber Security,Mon Wed,14:00-15:30,206,18,35,46,no,14:00,15:30,False,15,3
2022-2023,Second Semester,15231,programming for security professionals lab,1,Rahmeh Ibrahim,12,Cyber Security,Tue,14:00-17:00,it101,19,16,30,no,14:00,17:00,True,15,1
2022-2023,Second Semester,15231,programming for security professionals lab,2,Rahmeh Ibrahim,12,Cyber Security,Thu,14:00-17:00,it101,19,9,30,no,14:00,17:00,True,15,1
2022-2023,Second Semester,15232,secure assembly coding,1,Qasem Abu Al-Haija',53,Cyber Security,Sun,09:00-10:00,it301,12,18,40,no,09:00,10:00,False,15,3
2022-2023,Second Semester,15232,secure assembly coding,2,Qasem Abu Al-Haija',53,Cyber Security,Tue,09:00-10:00,it301,12,18,40,no,09:00,10:00,False,15,3
2022-2023,Second Semester,15233,malicious software analysis,1,Qasem Abu Al-Haija',53,Cyber Security,Wed,12:30-14:00,201,8,7,55,blended,12:30,14:00,False,15,3
2022-2023,Second Semester,15320,computer networks architecture and virtualization,1,Dr. Manaf Gharaibeh,19,Cyber Security,Sun Tue Thu,12:00-13:00,202,7,12,60,no,12:00,13:00,False,15,3
2022-2023,Second Semester,15321,network security and protocols,1,Prof. Mohammad Al-Khasawneh,35,Cyber Security,Sun Tue Thu,12:00-13:00,204,2,35,52,no,12:00,13:00,False,15,3
2022-2023,Second Semester,15321,network security and protocols,2,Prof. Mohammad Al-Khasawneh,35,Cyber Security,Mon Wed,09:30-11:00,204,2,28,52,no,09:30,11:00,False,15,3
2022-2023,Second Semester,15322,network security and protocols lab,1,Yousef Yaseen,3,Cyber Security,Sun,14:00-17:00,it105,10,19,30,no,14:00,17:00,True,15,1
2022-2023,Second Semester,15322,network security and protocols lab,2,Yousef Yaseen,3,Cyber Security,Wed,11:00-14:00,it105,10,19,30,no,11:00,14:00,True,15,1
2022-2023,Second Semester,15322,network security and protocols lab,3,Yousef Yaseen,3,Cyber Security,Thu,14:00-17:00,it105,10,21,30,no,14:00,17:00,True,15,1
2022-2023,Second Semester,15330,secure coding,1,Dr. Mu'Awya Al-Dala'Ien,5,Cyber Security,Mon Wed,14:00-15:30,205,4,11,49,no,14:00,15:30,False,15,3
2022-2023,Second Semester,15331,secure coding lab,1,Yousef Yaseen,3,Cyber Security,Mon,11:00-14:00,it104,9,12,34,no,11:00,14:00,True,15,1
2022-2023,Second Semester,15333,malicious software analysis,1,Qasem Abu Al-Haija',53,Cyber Security,Wed,12:30-14:00,203,6,5,46,blended,12:30,14:00,False,15,3
2022-2023,Second Semester,15333,malicious software analysis,2,Qasem Abu Al-Haija',53,Cyber Security,Wed,14:00-15:30,203,6,14,46,blended,14:00,15:30,False,15,3
2022-2023,Second Semester,15360,database security,1,Prof. Ja'Afer Alsaraireh,55,Cyber Security,Sun Tue Thu,09:00-10:00,it103,17,12,40,no,09:00,10:00,False,15,3
2022-2023,Second Semester,15361,secure systems development and design,1,Dr. Mu'Awya Al-Dala'Ien,5,Cyber Security,Sun Tue,10:00-11:00,it102,3,42,45,blended,10:00,11:00,False,15,3
2022-2023,Second Semester,15370,cryptography principles and practice,1,Prof. Mustafa Al-Fayoumi,37,Cyber Security,Sun Tue Thu,11:00-12:00,206,18,18,46,no,11:00,12:00,False,15,3
2022-2023,Second Semester,15422,multimedia security,1,Dr. Khaled Mahmoud,23,Cyber Security,Sun Tue Thu,13:00-14:00,204,2,14,52,no,13:00,14:00,False,15,3
2022-2023,Second Semester,15450,digital forensics and incident response,1,Dr. Mohammad Ababneh,31,Cyber Security,Sun Tue,09:00-10:00,203,6,11,46,blended,09:00,10:00,False,15,3
2022-2023,Second Semester,15451,digital forensics and incident response lab,1,Yousef Yaseen,3,Cyber Security,Tue,14:00-17:00,it104,9,11,34,no,14:00,17:00,True,15,1
2022-2023,Second Semester,15493,special topics in cybersecurity (1),1,Qasem Abu Al-Haija',53,Cyber Security,Sun Tue Thu,11:00-12:00,207,5,17,52,no,11:00,12:00,False,15,3
2022-2023,Second Semester,20131,mathematics for business,1,Yousef Abu Hour,56,Basic Sciences,Sun Tue Thu,15:00-16:00,301,21,36,51,blended,15:00,16:00,False,20,3
2022-2023,Second Semester,20131,mathematics for business,2,Yousef Abu Hour,56,Basic Sciences,Sun Tue Thu,16:00-17:00,301,21,38,51,blended,16:00,17:00,False,20,3
2022-2023,Second Semester,20131,mathematics for business,3,Yousef Abu Hour,56,Basic Sciences,Mon Wed,15:30-17:00,301,21,41,51,blended,15:30,17:00,False,20,3
2022-2023,Second Semester,20131,mathematics for business,4,Yousef Abu Hour,56,Basic Sciences,Mon Wed,17:00-18:30,301,21,41,51,blended,17:00,18:30,False,20,3
2022-2023,Second Semester,20131,mathematics for business,5,Dr. Abeer Jaradat,57,Basic Sciences,Sun Tue Thu,16:00-17:00,301,21,40,51,blended,16:00,17:00,False,20,3
2022-2023,Second Semester,20132,calculus (1),1,Raja'A Al-Qderat,61,Basic Sciences,Mon Wed,08:00-09:30,302,22,41,50,no,08:00,09:30,False,20,3
2022-2023,Second Semester,20132,calculus (1),2,Dr. Maisa Khader,62,Basic Sciences,Sun Tue Thu,09:00-10:00,302,22,32,50,no,09:00,10:00,False,20,3
2022-2023,Second Semester,20132,calculus (1),3,Prof. Samia Bushnaq,63,Basic Sciences,Mon Wed,11:00-12:30,302,22,30,50,no,11:00,12:30,False,20,3
2022-2023,Second Semester,20132,calculus (1),4,Yousef Abu Hour,56,Basic Sciences,Mon Wed,14:00-15:30,302,22,36,50,no,14:00,15:30,False,20,3
2022-2023,Second Semester,20132,calculus (1),6,Dr. Abeer Jaradat,57,Basic Sciences,Mon Wed,12:30-14:00,302,22,32,50,no,12:30,14:00,False,20,3
2022-2023,Second Semester,20132,calculus (1),7,Prof. Mohammad Sababheh,185,Basic Sciences,Mon Wed,11:00-12:30,302,22,29,50,no,11:00,12:30,False,20,3
2022-2023,Second Semester,20133,calculus 2 for engineering,1,Yousef Abu Hour,56,Basic Sciences,Sun Tue Thu,12:00-13:00,302,22,10,50,no,12:00,13:00,False,20,3
2022-2023,Second Semester,20133,calculus 2 for it,2,Raja'A Al-Qderat,61,Basic Sciences,Sun Tue Thu,08:00-09:00,302,22,36,50,no,08:00,09:00,False,20,3
2022-2023,Second Semester,20133,calculus 2 for engineering,4,Prof. Fida Mohammad,60,Basic Sciences,Sun Tue Thu,13:00-14:00,302,22,28,50,no,13:00,14:00,False,20,3
2022-2023,Second Semester,20133,calculus 2 for engineering,5,Omar Yasin,58,Basic Sciences,Sun Tue Thu,09:00-10:00,302,22,37,50,no,09:00,10:00,False,20,3
2022-2023,Second Semester,20133,calculus 2 for it,7,Dr. Abeer Jaradat,57,Basic Sciences,Mon Wed,08:00-09:30,302,22,28,50,no,08:00,09:30,False,20,3
2022-2023,Second Semester,20133,calculus 2 for it,8,Dr. Maisa Khader,62,Basic Sciences,Sun Tue Thu,10:00-11:00,302,22,38,50,no,10:00,11:00,False,20,3
2022-2023,Second Semester,20133,calculus 2 for engineering,9,Omar Yasin,58,Basic Sciences,Sun Tue Thu,13:00-14:00,302,22,38,50,no,13:00,14:00,False,20,3
2022-2023,Second Semester,20133,calculus 2 for it,10,Omar Yasin,58,Basic Sciences,Mon Wed,11:00-12:30,302,22,36,50,no,11:00,12:30,False,20,3
2022-2023,Second Semester,20133,calculus 2 for it,11,Prof. Mohammad Sababheh,185,Basic Sciences,Mon Wed,09:30-11:00,302,22,35,50,no,09:30,11:00,False,20,3
2022-2023,Second Semester,20133,calculus 2 for it,12,Raja'A Al-Qderat,61,Basic Sciences,Mon Wed,12:30-14:00,302,22,33,50,no,12:30,14:00,False,20,3
2022-2023,Second Semester,20134,discrete mathematics (1),1,Prof. Ma'Moon Ahmed,64,Basic Sciences,Mon,09:30-11:00,341,23,26,50,blended,09:30,11:00,False,20,3
2022-2023,Second Semester,20134,discrete mathematics (1),2,Prof. Ma'Moon Ahmed,64,Basic Sciences,Mon,12:30-14:00,341,23,44,50,blended,12:30,14:00,False,20,3
2022-2023,Second Semester,20134,discrete mathematics (1),3,Omar Yasin,58,Basic Sciences,Wed,08:00-09:30,341,23,40,50,blended,08:00,09:30,False,20,3
2022-2023,Second Semester,20134,discrete mathematics (1),4,Omar Yasin,58,Basic Sciences,Wed,12:30-14:00,341,23,43,50,blended,12:30,14:00,False,20,3
2022-2023,Second Semester,20134,discrete mathematics (1),5,Dr. Abeer Jaradat,57,Basic Sciences,Sun Tue,10:00-11:00,341,23,44,50,blended,10:00,11:00,False,20,3
2022-2023,Second Semester,20134,discrete mathematics (1),6,Omar Yasin,58,Basic Sciences,Mon,09:30-11:00,341,23,18,50,blended,09:30,11:00,False,20,3
2022-2023,Second Semester,20134,discrete mathematics (1),7,Prof. Ma'Moon Ahmed,64,Basic Sciences,Wed,09:30-11:00,341,23,38,50,blended,09:30,11:00,False,20,3
2022-2023,Second Semester,20135,discrete mathematics (2),1,Prof. Fida Mohammad,60,Basic Sciences,Mon,12:30-14:00,341,23,41,50,blended,12:30,14:00,False,20,3
2022-2023,Second Semester,20140,basic concepts in chemistry,5,Omar Zayed,67,Basic Sciences,Mon,17:00-18:00,online,1,30,33,online,17:00,18:00,False,20,1
2022-2023,Second Semester,20141,physics (1),1,Dr. Yahya Al-Khatatbeh,68,Basic Sciences,Mon Wed,11:00-12:30,307,24,30,48,no,11:00,12:30,False,20,3
2022-2023,Second Semester,20141,physics (1),2,Prof. Khaldoun Al Tarawneh,66,Basic Sciences,Sun Tue Thu,13:00-14:00,307,24,35,48,no,13:00,14:00,False,20,3
2022-2023,Second Semester,20141,physics (1),3,Tariq Aldaraghmeh,65,Basic Sciences,Mon Wed,09:30-11:00,307,24,27,48,no,09:30,11:00,False,20,3
2022-2023,Second Semester,20142,physics 2 for engineering,1,Dr. Yahya Al-Khatatbeh,68,Basic Sciences,Sun Tue Thu,09:00-10:00,304,25,7,48,no,09:00,10:00,False,20,3
2022-2023,Second Semester,20142,physics 2 for engineering,2,Dr. Yahya Al-Khatatbeh,68,Basic Sciences,Sun Tue Thu,11:00-12:00,304,25,32,48,no,11:00,12:00,False,20,3
2022-2023,Second Semester,20142,physics 2 for engineering,3,Prof. Khaldoun Al Tarawneh,66,Basic Sciences,Sun Tue Thu,12:00-13:00,304,25,23,48,no,12:00,13:00,False,20,3
2022-2023,Second Semester,20142,physics 2 for engineering,6,Omar Zayed,67,Basic Sciences,Mon Wed,12:30-14:00,304,25,26,48,no,12:30,14:00,False,20,3
2022-2023,Second Semester,20142,physics 2 for it,7,Tariq Aldaraghmeh,65,Basic Sciences,Sun Tue Thu,12:00-13:00,304,25,17,48,no,12:00,13:00,False,20,3
2022-2023,Second Semester,20142,physics 2 for engineering,9,Omar Zayed,67,Basic Sciences,Sun Tue Thu,08:00-09:00,304,25,29,48,no,08:00,09:00,False,20,3
2022-2023,Second Semester,20147,physics lab for it,1,Omar Zayed,67,Basic Sciences,Thu,10:00-12:00,ee103physicsee,26,12,23,no,10:00,12:00,True,20,0
2022-2023,Second Semester,20147,physics lab for it,2,Tariq Aldaraghmeh,65,Basic Sciences,Thu,14:00-16:00,ee103physicsee,26,13,23,no,14:00,16:00,True,20,0
2022-2023,Second Semester,20147,physics lab for it,3,Omar Zayed,67,Basic Sciences,Thu,12:00-14:00,ee103physicsee,26,12,23,no,12:00,14:00,True,20,0
2022-2023,Second Semester,20150,physics lab for engineering,1,Tariq Aldaraghmeh,65,Basic Sciences,Sun,14:00-17:00,ee103physicsee,26,16,23,no,14:00,17:00,True,20,1
2022-2023,Second Semester,20150,physics lab for engineering,2,Omar Zayed,67,Basic Sciences,Wed,14:00-17:00,ee103physicsee,26,14,23,no,14:00,17:00,True,20,1
2022-2023,Second Semester,20150,physics lab for engineering,3,Tariq Aldaraghmeh,65,Basic Sciences,Mon,14:00-17:00,ee103physicsee,26,16,23,no,14:00,17:00,True,20,1
2022-2023,Second Semester,20150,physics lab for engineering,4,Tariq Aldaraghmeh,65,Basic Sciences,Tue,14:00-17:00,ee103physicsee,26,16,23,no,14:00,17:00,True,20,1
2022-2023,Second Semester,20150,physics lab for engineering,5,Tariq Aldaraghmeh,65,Basic Sciences,Wed,11:00-14:00,ee103physicsee,26,14,23,no,11:00,14:00,True,20,1
2022-2023,Second Semester,20150,physics lab for engineering,6,Omar Zayed,67,Basic Sciences,Tue,11:00-14:00,ee103physicsee,26,13,23,no,11:00,14:00,True,20,1
2022-2023,Second Semester,20150,physics lab for engineering,7,Tariq Aldaraghmeh,65,Basic Sciences,Mon,11:00-14:00,ee103physicsee,26,16,23,no,11:00,14:00,True,20,1
2022-2023,Second Semester,20200,technical writing and communication skills,1,Eng. Fadia El Issa,102,Basic Sciences,Mon Wed,15:30-17:00,atelier ُee309,27,44,50,blended,15:30,17:00,False,20,3
2022-2023,Second Semester,20200,technical writing and communication skills,2,Eng. Fadia El Issa,102,Basic Sciences,Sun Tue Thu,16:00-17:00,atelier ُee309,27,42,50,blended,16:00,17:00,False,20,3
2022-2023,Second Semester,20200,technical writing and communication skills,3,Eng. Fadia El Issa,102,Basic Sciences,Sun Tue Thu,17:00-18:00,atelier ُee309,27,44,50,blended,17:00,18:00,False,20,3
2022-2023,Second Semester,20200,technical writing and communication skills,4,Prof. Abdallah Al Zoubi,70,Basic Sciences,Mon Wed,17:00-18:30,atelier ُee309,27,43,50,blended,17:00,18:30,False,20,3
2022-2023,Second Semester,20231,calculus (3),1,Prof. Fida Mohammad,60,Basic Sciences,Sun Tue Thu,11:00-12:00,307,24,38,48,no,11:00,12:00,False,20,3
2022-2023,Second Semester,20232,engineering mathematics(1),1,Prof. Ma'Moon Ahmed,64,Basic Sciences,Sun Tue,09:00-10:00,308,28,26,50,blended,09:00,10:00,False,20,3
2022-2023,Second Semester,20232,engineering mathematics(1),2,Prof. Ma'Moon Ahmed,64,Basic Sciences,Sun Tue,13:00-14:00,308,28,31,50,blended,13:00,14:00,False,20,3
2022-2023,Second Semester,20233,statistical methods,1,Prof. Fida Mohammad,60,Basic Sciences,Mon,08:00-09:30,atelier ُee309,27,37,50,blended,08:00,09:30,False,20,3
2022-2023,Second Semester,20233,statistical methods,2,Raja'A Al-Qderat,61,Basic Sciences,Sun Tue,12:00-13:00,atelier ُee309,27,36,50,blended,12:00,13:00,False,20,3
2022-2023,Second Semester,20233,statistical methods,3,Raja'A Al-Qderat,61,Basic Sciences,Wed,11:00-12:30,atelier ُee309,27,37,50,blended,11:00,12:30,False,20,3
2022-2023,Second Semester,20234,linear algebra,1,Prof. Samia Bushnaq,63,Basic Sciences,Sun Tue Thu,12:00-13:00,342,29,42,52,no,12:00,13:00,False,20,3
2022-2023,Second Semester,20234,linear algebra,2,Dr. Abeer Jaradat,57,Basic Sciences,Mon Wed,11:00-12:30,342,29,34,52,no,11:00,12:30,False,20,3
2022-2023,Second Semester,20234,linear algebra,3,Mashhoor Al Refai,186,Basic Sciences,Sun Tue Thu,09:00-10:00,342,29,41,52,no,09:00,10:00,False,20,3
2022-2023,Second Semester,20234,linear algebra,5,Prof. Samia Bushnaq,63,Basic Sciences,Sun Tue Thu,14:00-15:00,342,29,38,52,no,14:00,15:00,False,20,3
2022-2023,Second Semester,20234,linear algebra,6,Prof. Mohammad Sababheh,185,Basic Sciences,Sun Tue Thu,08:00-09:00,342,29,36,52,no,08:00,09:00,False,20,3
2022-2023,Second Semester,20234,linear algebra,7,Mashhoor Al Refai,186,Basic Sciences,Mon Wed,09:30-11:00,342,29,39,52,no,09:30,11:00,False,20,3
2022-2023,Second Semester,20235,statistical methods for business,1,Prof. Mahmoud Dar Assi,71,Basic Sciences,Sun Tue,10:00-11:00,341,23,39,50,blended,10:00,11:00,False,20,3
2022-2023,Second Semester,20235,statistical methods for business,2,Prof. Mahmoud Dar Assi,71,Basic Sciences,Sun Tue,11:00-12:00,341,23,39,50,blended,11:00,12:00,False,20,3
2022-2023,Second Semester,20235,statistical methods for business,3,Prof. Mahmoud Dar Assi,71,Basic Sciences,Sun Tue,13:00-14:00,341,23,38,50,blended,13:00,14:00,False,20,3
2022-2023,Second Semester,20331,engineering mathematics(2),1,Prof. Mohammad Sababheh,185,Basic Sciences,Sun Tue Thu,09:00-10:00,305,30,25,44,blended,09:00,10:00,False,20,3
2022-2023,Second Semester,20333,numerical analysis,1,Prof. Samia Bushnaq,63,Basic Sciences,Wed,08:00-09:30,342,29,44,52,blended,08:00,09:30,False,20,3
2022-2023,Second Semester,20333,numerical analysis,2,Prof. Samia Bushnaq,63,Basic Sciences,Mon,08:00-09:30,342,29,40,52,blended,08:00,09:30,False,20,3
2022-2023,Second Semester,20335,applied probability and statistics,1,Prof. Fida Mohammad,60,Basic Sciences,Mon,11:00-12:30,307,24,39,48,blended,11:00,12:30,False,20,3
2022-2023,Second Semester,20335,applied probability and statistics,3,Dr. Maisa Khader,62,Basic Sciences,Wed,11:00-12:30,307,24,25,48,blended,11:00,12:30,False,20,3
2022-2023,Second Semester,20336,principles of probability,1,Dr. Maisa Khader,62,Basic Sciences,Wed,12:30-14:00,306,31,35,48,blended,12:30,14:00,False,20,3
2022-2023,Second Semester,21218,engineering drawing lab,1,Eng. Ayman Ghamoh,72,Electrical Engineering,Sun,14:00-17:00,lb706,32,16,50,blended,14:00,17:00,True,2124,1
