Year,Semester,Course_Number,English_Name,Section,Lecturer_Name,Lecturer_ID,Department,Day,Time,Room,Room_ID,Registered_Students,Room_Capacity,Online,Start_Time,End_Time,islab,Department_ID,Credit Hours
2023-2024,Second Semester,35215,marketing management,2,Prof. Shafig Al-Haddad,160,E-Marketing & Social Media,Mon,09:30-11:00,921,54,34,60,blended,09:30,11:00,False,35,3
2023-2024,Second Semester,35217,services marketing,1,Dr. Ala' Dandis,241,E-Marketing & Social Media,Sun Tue,11:00-12:00,703,55,48,60,blended,11:00,12:00,False,35,3
2023-2024,Second Semester,35217,services marketing,2,Dr. Ala' Dandis,241,E-Marketing & Social Media,Wed,12:30-14:00,703,55,47,60,blended,12:30,14:00,False,35,3
2023-2024,Second Semester,35218,sales management,1,Dr. Ala' Dandis,241,E-Marketing & Social Media,Wed,11:00-12:30,703,55,45,60,blended,11:00,12:30,False,35,3
2023-2024,Second Semester,35218,sales management,2,Saja Alzu'Bi,242,E-Marketing & Social Media,Sun Tue,11:00-12:00,703,55,59,60,blended,11:00,12:00,False,35,3
2023-2024,Second Semester,35219,marketing management,1,Prof. Shafig Al-Haddad,160,E-Marketing & Social Media,Sun Tue,09:00-10:00,921,54,22,60,blended,09:00,10:00,False,35,3
2023-2024,Second Semester,35219,marketing management,2,Prof. Shafig Al-Haddad,160,E-Marketing & Social Media,Mon,09:30-11:00,921,54,14,60,blended,09:30,11:00,False,35,3
2023-2024,Second Semester,35233,fundamentals of graphic design for business,1,Rand Badran,155,E-Marketing & Social Media,Mon,08:00-09:30,lb705,56,38,51,blended,08:00,09:30,False,35,3
2023-2024,Second Semester,35233,fundamentals of graphic design for business,2,Rand Badran,155,E-Marketing & Social Media,Sun Tue,09:00-10:00,lb705,56,43,51,blended,09:00,10:00,False,35,3
2023-2024,Second Semester,35233,fundamentals of graphic design for business,3,Rand Badran,155,E-Marketing & Social Media,Wed,08:00-09:30,lb705,56,28,51,blended,08:00,09:30,False,35,3
2023-2024,Second Semester,35235,communication skills and technologies,1,Farah Alshraiedeh,197,E-Marketing & Social Media,Mon Wed,14:00-15:30,202,7,31,60,no,14:00,15:30,False,35,3
2023-2024,Second Semester,35235,communication skills and technologies,2,Farah Alshraiedeh,197,E-Marketing & Social Media,Sun Tue Thu,11:00-12:00,202,7,48,60,no,11:00,12:00,False,35,3
2023-2024,Second Semester,35308,product and brand management,1,Dr. Rand Irshaidat,159,E-Marketing & Social Media,Sun Tue Thu,13:00-14:00,202,7,13,60,no,13:00,14:00,False,35,3
2023-2024,Second Semester,35314,e marketing channels,1,Dr. Mohammd Abuhashesh,162,E-Marketing & Social Media,Sun Tue,10:00-11:00,921,54,46,60,blended,10:00,11:00,False,35,3
2023-2024,Second Semester,35314,e marketing channels,2,Dr. Mohammd Abuhashesh,162,E-Marketing & Social Media,Mon,14:00-15:30,921,54,46,60,blended,14:00,15:30,False,35,3
2023-2024,Second Semester,35319,marketing research,1,Dr. Ammar Qasaimeh,163,E-Marketing & Social Media,Mon,11:00-12:30,202,7,11,60,blended,11:00,12:30,False,35,3
2023-2024,Second Semester,35319,marketing research,2,Prof. Shafig Al-Haddad,160,E-Marketing & Social Media,Sun Tue,11:00-12:00,202,7,26,60,blended,11:00,12:00,False,35,3
2023-2024,Second Semester,35323,integrated e- marketing communication,1,Farah Alshraiedeh,197,E-Marketing & Social Media,Sun Tue Thu,14:00-15:00,202,7,38,60,no,14:00,15:00,False,35,3
2023-2024,Second Semester,35323,integrated e- marketing communication,2,Farah Alshraiedeh,197,E-Marketing & Social Media,Mon Wed,12:30-14:00,202,7,35,60,no,12:30,14:00,False,35,3
2023-2024,Second Semester,35326,advertising technology,1,Tariq Abdrabbo,157,E-Marketing & Social Media,Mon Wed,15:30-17:00,online,1,61,62,online,15:30,17:00,False,35,3
2023-2024,Second Semester,35326,advertising technology,2,Saja Alzu'Bi,242,E-Marketing & Social Media,Sun Tue Thu,16:00-17:00,online,1,62,62,online,16:00,17:00,False,35,3
2023-2024,Second Semester,35336,designing of commercial websites,1,Dr. Mohammad Alrousan,164,E-Marketing & Social Media,Sun Tue,12:00-13:00,lb706,32,41,50,blended,12:00,13:00,False,35,3
2023-2024,Second Semester,35336,designing of commercial websites,2,Dr. Mohammad Alrousan,164,E-Marketing & Social Media,Mon,11:00-12:30,lb706,32,40,50,blended,11:00,12:30,False,35,3
2023-2024,Second Semester,35407,international marketing,1,Dr. Mohammad Al Haj Eid,240,E-Marketing & Social Media,Sun Tue,09:00-10:00,703,55,41,60,no,09:00,10:00,False,35,3
2023-2024,Second Semester,35407,international marketing,2,Dr. Mohammad Al Haj Eid,240,E-Marketing & Social Media,Mon,11:00-12:30,703,55,44,60,no,11:00,12:30,False,35,3
2023-2024,Second Semester,35408,customers relations management,1,Tariq Abdrabbo,157,E-Marketing & Social Media,Sun Tue,10:00-11:00,202,7,47,60,blended,10:00,11:00,False,35,3
2023-2024,Second Semester,35408,customers relations management,2,Tariq Abdrabbo,157,E-Marketing & Social Media,Wed,08:00-09:30,202,7,29,60,blended,08:00,09:30,False,35,3
2023-2024,Second Semester,35408,customers relations management,3,Tariq Abdrabbo,157,E-Marketing & Social Media,Mon,09:30-11:00,202,7,45,60,blended,09:30,11:00,False,35,3
2023-2024,Second Semester,35409,international marketing,1,Dr. Mohammad Al Haj Eid,240,E-Marketing & Social Media,Sun Tue,09:00-10:00,703,55,6,60,no,09:00,10:00,False,35,3
2023-2024,Second Semester,35409,international marketing,2,Dr. Mohammad Al Haj Eid,240,E-Marketing & Social Media,Mon,11:00-12:30,703,55,12,60,no,11:00,12:30,False,35,3
2023-2024,Second Semester,35416,social media marketing,1,Prof. Mohammad Al-Khasawneh,35,E-Marketing & Social Media,Mon,11:00-12:30,703,55,37,60,blended,11:00,12:30,False,35,3
2023-2024,Second Semester,35416,social media marketing,2,Prof. Mohammad Al-Khasawneh,35,E-Marketing & Social Media,Wed,11:00-12:30,703,55,31,60,blended,11:00,12:30,False,35,3
2023-2024,Second Semester,35419,marketing through mobile,1,Farah Alshraiedeh,197,E-Marketing & Social Media,Sun Tue Thu,17:00-18:00,online,1,60,60,online,17:00,18:00,False,35,3
2023-2024,Second Semester,35419,marketing through mobile,2,Farah Alshraiedeh,197,E-Marketing & Social Media,Mon Wed,17:00-18:30,online,1,43,60,online,17:00,18:30,False,35,3
2023-2024,Second Semester,35421,e tourism marketing,1,Rand Badran,155,E-Marketing & Social Media,Mon Wed,11:00-12:30,703,55,32,60,no,11:00,12:30,False,35,3
2023-2024,Second Semester,35424,global marketing strategies,1,Dr. Mohammad Al Haj Eid,240,E-Marketing & Social Media,Sun Tue Thu,12:00-13:00,921,54,48,60,no,12:00,13:00,False,35,3
2023-2024,Second Semester,35435,modern e-marketing topics,1,Dr. Ammar Qasaimeh,163,E-Marketing & Social Media,Sun Tue,12:00-13:00,lb706,32,41,50,blended,12:00,13:00,False,35,3
2023-2024,Second Semester,35435,modern e-marketing topics,2,Dr. Ammar Qasaimeh,163,E-Marketing & Social Media,Mon,08:00-09:30,lb706,32,23,50,blended,08:00,09:30,False,35,3
2023-2024,Second Semester,35436,interactive web design and analysis,1,Rand Badran,155,E-Marketing & Social Media,Sun Tue,08:00-09:00,lb706,32,22,50,blended,08:00,09:00,False,35,3
2023-2024,Second Semester,35437,marketing through search engines,1,Dr. Mohammad Alrousan,164,E-Marketing & Social Media,Sun Tue,13:00-14:00,lb706,32,30,50,blended,13:00,14:00,False,35,3
2023-2024,Second Semester,35437,marketing through search engines,2,Dr. Mohammad Alrousan,164,E-Marketing & Social Media,Mon,12:30-14:00,lb706,32,40,50,blended,12:30,14:00,False,35,3
2023-2024,Second Semester,36101,management information systems,2,Dr. Dalia Al-Eisawi,166,Business Information Technology,Mon Wed,12:30-14:00,832,57,55,56,no,12:30,14:00,False,3236,3
2023-2024,Second Semester,36101,management information systems,3,Dr. Amer Al Shishany,142,Business Information Technology,Sun Tue Thu,14:00-15:00,832,57,48,56,no,14:00,15:00,False,3236,3
2023-2024,Second Semester,36101,management information systems,4,Dr. Amer Al Shishany,142,Business Information Technology,Mon Wed,08:00-09:30,832,57,48,56,no,08:00,09:30,False,3236,3
2023-2024,Second Semester,36101,management information systems,5,Dr. Dalia Al-Eisawi,166,Business Information Technology,Mon Wed,14:00-15:30,832,57,49,56,no,14:00,15:30,False,3236,3
2023-2024,Second Semester,36101,management information systems,6,Dr. Amer Al Shishany,142,Business Information Technology,Sun Tue Thu,09:00-10:00,832,57,45,56,no,09:00,10:00,False,3236,3
2023-2024,Second Semester,36111,computer applications in business,1,Layla Malas,170,Business Information Technology,Mon Wed,09:30-11:00,811,58,19,49,no,09:30,11:00,False,3236,3
2023-2024,Second Semester,36111,computer applications in business,2,Hiba Alsaidi,243,Business Information Technology,Mon Wed,12:30-14:00,811,58,46,49,no,12:30,14:00,False,3236,3
2023-2024,Second Semester,36111,computer applications in business,3,Dr. Fuad Hejjeh,252,Business Information Technology,Sun Tue Thu,10:00-11:00,811,58,20,49,no,10:00,11:00,False,3236,3
2023-2024,Second Semester,36111,computer applications in business,4,Hiba Alsaidi,243,Business Information Technology,Sun Tue Thu,13:00-14:00,811,58,47,49,no,13:00,14:00,False,3236,3
2023-2024,Second Semester,36111,computer applications in business,5,Dr. Fuad Hejjeh,252,Business Information Technology,Sun Tue Thu,09:00-10:00,811,58,45,49,no,09:00,10:00,False,3236,3
2023-2024,Second Semester,36111,computer applications in business,6,Dr. Fuad Hejjeh,252,Business Information Technology,Mon Wed,09:30-11:00,811,58,40,49,no,09:30,11:00,False,3236,3
2023-2024,Second Semester,36111,computer applications in business,7,Layla Malas,170,Business Information Technology,Sun Tue Thu,09:00-10:00,811,58,21,49,no,09:00,10:00,False,3236,3
2023-2024,Second Semester,36111,computer applications in business,8,Seba Abualhayja'A,253,Business Information Technology,Sun Tue Thu,08:00-09:00,811,58,38,49,no,08:00,09:00,False,3236,3
2023-2024,Second Semester,36112,business applications programming,1,Ahmad Shawaqfeh,171,Business Information Technology,Sun Tue Thu,11:00-12:00,811,58,18,49,no,11:00,12:00,False,3236,3
2023-2024,Second Semester,36112,business applications programming,2,Ahmad Shawaqfeh,171,Business Information Technology,Mon Wed,12:30-14:00,811,58,14,49,no,12:30,14:00,False,3236,3
2023-2024,Second Semester,36113,business applications programming lab,1,Ahmad Shawaqfeh,171,Business Information Technology,Sun,14:00-17:00,lb705,56,20,51,no,14:00,17:00,True,3236,1
2023-2024,Second Semester,36113,business applications programming lab,2,Ahmad Shawaqfeh,171,Business Information Technology,Mon,14:00-17:00,lb705,56,9,51,no,14:00,17:00,True,3236,1
2023-2024,Second Semester,36202,web development for business applications,1,Layla Malas,170,Business Information Technology,Sun Tue Thu,10:00-11:00,811,58,39,49,no,10:00,11:00,False,3236,3
2023-2024,Second Semester,36203,database management for business,1,Dr. Luay Anaya,165,Business Information Technology,Sun Tue,13:00-14:00,831,50,29,49,blended,13:00,14:00,False,3236,3
2023-2024,Second Semester,36203,database management for business,2,Dr. Luay Anaya,165,Business Information Technology,Wed,12:30-14:00,831,50,21,49,blended,12:30,14:00,False,3236,3
2023-2024,Second Semester,36232,e-business for business students,1,Seba Abualhayja'A,253,Business Information Technology,Sun Tue,11:00-12:00,701,59,30,48,blended,11:00,12:00,False,3236,3
2023-2024,Second Semester,36232,e-business for business students,2,Dr. Luay Anaya,165,Business Information Technology,Mon,12:30-14:00,701,59,33,48,blended,12:30,14:00,False,3236,3
2023-2024,Second Semester,36232,e-business for business students,3,Dr. Fadi Qutaishat,174,Business Information Technology,Sun Tue,12:00-13:00,701,59,34,48,blended,12:00,13:00,False,3236,3
2023-2024,Second Semester,36232,e-business for business students,4,Dr. Fadi Qutaishat,174,Business Information Technology,Wed,08:00-09:30,701,59,29,48,blended,08:00,09:30,False,3236,3
2023-2024,Second Semester,36232,e-business for business students,5,Dana Bani-Mohamad,175,Business Information Technology,Wed,09:30-11:00,701,59,48,48,blended,09:30,11:00,False,3236,3
2023-2024,Second Semester,36251,database management for business lab,1,Hiba Alsaidi,243,Business Information Technology,Tue,14:00-17:00,811,58,20,49,no,14:00,17:00,True,3236,1
2023-2024,Second Semester,36251,database management for business lab,2,Hiba Alsaidi,243,Business Information Technology,Wed,14:00-17:00,811,58,20,49,no,14:00,17:00,True,3236,1
2023-2024,Second Semester,36301,business data communications,1,Dr. Ahmad Abushakra,173,Business Information Technology,Wed,08:00-09:30,lb705,56,27,51,blended,08:00,09:30,False,3236,3
2023-2024,Second Semester,36312,advanced business applications programming,1,Layla Malas,170,Business Information Technology,Mon Wed,08:00-09:30,811,58,10,49,no,08:00,09:30,False,3236,3
2023-2024,Second Semester,36312,advanced business applications programming,2,Layla Malas,170,Business Information Technology,Sun Tue Thu,12:00-13:00,811,58,20,49,no,12:00,13:00,False,3236,3
2023-2024,Second Semester,36316,analysis and design of information system,1,Dr. Fadi Qutaishat,174,Business Information Technology,Sun Tue,13:00-14:00,831,50,44,49,blended,13:00,14:00,False,3236,3
2023-2024,Second Semester,36331,enterprise resource planning erp,1,Dr. Ahmad Abushakra,173,Business Information Technology,Mon Wed,11:00-12:30,832,57,13,56,no,11:00,12:30,False,3236,3
2023-2024,Second Semester,36331,enterprise resource planning erp,2,Dr. Ahmad Abushakra,173,Business Information Technology,Sun Tue Thu,10:00-11:00,832,57,9,56,no,10:00,11:00,False,3236,3
2023-2024,Second Semester,36334,decision support systems,1,Dr. Noor Damer,168,Business Information Technology,Sun Tue,11:00-12:00,831,50,49,49,blended,11:00,12:00,False,3236,3
2023-2024,Second Semester,36334,decision support systems,2,Dr. Noor Damer,168,Business Information Technology,Mon,09:30-11:00,831,50,47,49,blended,09:30,11:00,False,3236,3
2023-2024,Second Semester,36336,enterprise resource planning systems (erp),1,Dr. Ahmad Abushakra,173,Business Information Technology,Mon Wed,11:00-12:30,832,57,14,56,no,11:00,12:30,False,3236,3
2023-2024,Second Semester,36336,enterprise resource planning systems (erp),2,Dr. Ahmad Abushakra,173,Business Information Technology,Sun Tue Thu,10:00-11:00,832,57,21,56,no,10:00,11:00,False,3236,3
2023-2024,Second Semester,36339,knowledge management systems,1,Ahmad Shawaqfeh,171,Business Information Technology,Sun Tue Thu,18:00-19:00,online,1,63,63,online,18:00,19:00,False,3236,3
2023-2024,Second Semester,36357,enterprise resource planning systems (erp) lab,1,Layla Malas,170,Business Information Technology,Sun,14:00-17:00,811,58,22,49,no,14:00,17:00,True,3236,1
2023-2024,Second Semester,36357,enterprise resource planning systems (erp) lab,2,Layla Malas,170,Business Information Technology,Mon,14:00-17:00,811,58,20,49,no,14:00,17:00,True,3236,1
2023-2024,Second Semester,36402,information security,1,Dr. Mohammad Al-Omari,172,Business Information Technology,Sun Tue,10:00-11:00,831,50,29,49,blended,10:00,11:00,False,3236,3
2023-2024,Second Semester,36404,business intelligence systems,1,Dr. Dalia Al-Eisawi,166,Business Information Technology,Sun Tue,11:00-12:00,lb705,56,51,51,blended,11:00,12:00,False,3236,3
2023-2024,Second Semester,36405,mobile business applications,1,Ahmad Shawaqfeh,171,Business Information Technology,Sun Tue Thu,12:00-13:00,lb705,56,38,51,no,12:00,13:00,False,3236,3
2023-2024,Second Semester,36415,cloud computing,1,Dr. Adiy Tweissi,176,Business Information Technology,Sun Tue,13:00-14:00,lb705,56,38,51,blended,13:00,14:00,False,3236,3
2023-2024,Second Semester,36428,business process modeling,1,Dr. Noor Damer,168,Business Information Technology,Sun Tue,09:00-10:00,832,57,28,56,blended,09:00,10:00,False,3236,3
2023-2024,Second Semester,36435,it project management,1,Dr. Luay Anaya,165,Business Information Technology,Sun Tue,12:00-13:00,832,57,26,56,blended,12:00,13:00,False,3236,3
2023-2024,Second Semester,36436,advanced applications in e-business & scm,1,Dr. Fadi Qutaishat,174,Business Information Technology,Sun Tue,14:00-15:00,832,57,29,56,blended,14:00,15:00,False,3236,3
2023-2024,Second Semester,36436,advanced applications in e-business & scm,2,Dr. Fadi Qutaishat,174,Business Information Technology,Wed,09:30-11:00,832,57,34,56,blended,09:30,11:00,False,3236,3
2023-2024,Summer Semester,11102,introduction to computer science,1,Ala'A Altarazi,2,Computer Science,Sun Mon Tue Wed Thu,08:00-09:15,204,2,49,52,no,08:00,09:15,False,1113,3
2023-2024,Summer Semester,11103,structured programming,1,Prof. Rawan Ghnemat,10,Computer Science,Sun Mon Tue Wed Thu,12:15-13:30,204,2,35,52,no,12:15,13:30,False,1113,3
2023-2024,Summer Semester,11103,structured programming,2,Prof. Rawan Ghnemat,10,Computer Science,Sun Mon Tue Wed Thu,13:40-14:55,204,2,45,52,no,13:40,14:55,False,1113,3
2023-2024,Summer Semester,11103,structured programming,3,Dr. Samer Sawalha,24,Computer Science,Sun Mon Tue Wed Thu,09:25-10:40,204,2,37,52,no,09:25,10:40,False,1113,3
2023-2024,Summer Semester,11103,structured programming,4,Ala'A Altarazi,2,Computer Science,Sun Mon Tue Wed Thu,10:50-12:05,204,2,29,52,no,10:50,12:05,False,1113,3
2023-2024,Summer Semester,11151,structured programming lab,1,Ashwaq Khalil,180,Computer Science,Sun Tue,12:15-15:15,it102,3,16,45,no,12:15,15:15,True,1113,1
2023-2024,Summer Semester,11151,structured programming lab,2,Mohammad Awis Lababede,179,Computer Science,Mon Wed,13:40-16:40,it102,3,17,45,no,13:40,16:40,True,1113,1
2023-2024,Summer Semester,11151,structured programming lab,3,Dr. Ahmad Klaib,211,Computer Science,Sun Tue,13:40-16:40,it102,3,19,45,no,13:40,16:40,True,1113,1
2023-2024,Summer Semester,11151,structured programming lab,4,Mohammad Awis Lababede,179,Computer Science,Mon Wed,09:15-12:15,it102,3,13,45,no,09:15,12:15,True,1113,1
2023-2024,Summer Semester,11151,structured programming lab,5,Ashwaq Khalil,180,Computer Science,Sun Tue,09:15-12:15,it102,3,12,45,no,09:15,12:15,True,1113,1
2023-2024,Summer Semester,11206,object oriented programming,1,Dr. Ammar Alrashdan,9,Computer Science,Sun Mon Tue Wed Thu,12:15-13:30,205,4,39,49,no,12:15,13:30,False,1113,3
2023-2024,Summer Semester,11206,object oriented programming,2,Dr. Ammar Alrashdan,9,Computer Science,Sun Mon Tue Wed Thu,09:25-10:40,205,4,27,49,no,09:25,10:40,False,1113,3
2023-2024,Summer Semester,11212,data structures and introduction to algorithms,1,Dr. Mohammed Khader,254,Computer Science,Sun Mon Tue Wed Thu,12:15-13:30,205,4,38,49,no,12:15,13:30,False,1113,3
2023-2024,Summer Semester,11223,database fundamentals,1,Dr. Ahmad Klaib,211,Computer Science,Sun Mon Tue,12:15-13:30,208,15,16,46,no,12:15,13:30,False,1113,3
2023-2024,Summer Semester,11253,object oriented programming lab,1,Remah Bani Younisse,25,Computer Science,Sun Tue,13:40-16:40,online,1,22,22,online,13:40,16:40,True,1113,1
2023-2024,Summer Semester,11253,object oriented programming lab,2,Remah Bani Younisse,25,Computer Science,Mon Wed,09:15-12:15,online,1,19,20,online,09:15,12:15,True,1113,1
2023-2024,Summer Semester,11313,algorithms design and analysis,1,Dr. Mohammed Khader,254,Computer Science,Sun Mon Tue Wed Thu,13:40-14:55,205,4,32,49,no,13:40,14:55,False,1113,3
2023-2024,Summer Semester,11316,theory of computation,1,Dr. Samer Sawalha,24,Computer Science,Sun Mon Tue Wed Thu,08:00-09:15,207,5,26,52,no,08:00,09:15,False,1113,3
2023-2024,Summer Semester,11323,database systems,1,Eman Alnagi,33,Computer Science,Sun Mon Tue Wed Thu,08:00-09:15,207,5,34,52,no,08:00,09:15,False,1113,3
2023-2024,Summer Semester,11335,operating systems,1,Dr. Osama Al-Haj Hassan,7,Computer Science,Sun Mon Tue,09:25-10:40,203,6,43,46,no,09:25,10:40,False,1113,3
2023-2024,Summer Semester,11335,operating systems,2,Dr. Ahmad Altamimi,13,Computer Science,Sun Mon Tue,09:25-10:40,203,6,22,46,no,09:25,10:40,False,1113,3
2023-2024,Summer Semester,11354,database systems lab,1,Eman Alnagi,33,Computer Science,Mon Wed,09:15-12:15,online,1,13,20,online,09:15,12:15,True,1113,1
2023-2024,Summer Semester,11355,operating systems lab,1,Yasmeen Alslman,34,Computer Science,Sun Tue,15:20-18:20,online,1,20,20,online,15:20,18:20,True,1113,1
2023-2024,Summer Semester,11355,operating systems lab,2,Yasmeen Alslman,34,Computer Science,Sun Tue,12:15-15:15,online,1,17,20,online,12:15,15:15,True,1113,1
2023-2024,Summer Semester,11355,operating systems lab,3,Ala'A Altarazi,2,Computer Science,Mon Wed,12:15-15:15,online,1,10,20,online,12:15,15:15,True,1113,1
2023-2024,Summer Semester,11436,distributed systems,1,Dr. Osama Al-Haj Hassan,7,Computer Science,Sun Mon Tue Wed Thu,12:15-13:30,207,5,39,52,no,12:15,13:30,False,1113,3
2023-2024,Summer Semester,11449,computer and society,1,Dr. Ammar Alrashdan,9,Computer Science,Sun Mon Tue,13:40-14:55,online,1,27,40,online,13:40,14:55,False,1113,1
2023-2024,Summer Semester,12273,computer graphics,1,Narmeen Alhyari,15,Computer Graphics,Sun Mon Tue Wed Thu,10:50-12:05,it302,13,21,26,no,10:50,12:05,False,12,3
2023-2024,Summer Semester,12373,interactive 3d graphics,1,Dr. Yaser Saleh,14,Computer Graphics,Sun Mon Tue Wed Thu,12:15-13:30,it301,12,14,40,no,12:15,13:30,False,12,3
2023-2024,Summer Semester,12461,visual and sound effects,1,Narmeen Alhyari,15,Computer Graphics,Sun Mon Tue Wed Thu,09:25-10:40,it301,12,14,40,no,09:25,10:40,False,12,3
2023-2024,Summer Semester,12471,selected topics in computer animation,1,Rosana Marar,41,Computer Graphics,Sun Mon Tue Wed Thu,10:50-12:05,it302,13,12,26,no,10:50,12:05,False,12,3
2023-2024,Summer Semester,13325,software requirements analysis,1,Dr. Omar Al Shiekh Salem,255,Software Engineering,Sun Mon Tue Wed Thu,09:25-10:40,it106,16,11,44,no,09:25,10:40,False,13,3
2023-2024,Summer Semester,13327,sotware design and architecture,1,Dr. Mohammadnoor Injadat,256,Software Engineering,Sun Mon Tue Wed Thu,12:15-13:30,it106,16,23,44,no,12:15,13:30,False,13,3
2023-2024,Summer Semester,13334,mobile application development,1,Dr. Mohammad Al-Oudat,257,Software Engineering,Sun Mon Tue Wed Thu,13:40-14:55,it106,16,13,44,no,13:40,14:55,False,13,3
2023-2024,Summer Semester,13428,software quality assurance and testing,1,Prof. Abdallah Qusef,47,Software Engineering,Sun Mon Tue Wed Thu,09:25-10:40,208,15,14,46,no,09:25,10:40,False,13,3
2023-2024,Summer Semester,13432,software project management,1,Prof. Abdallah Qusef,47,Software Engineering,Sun Mon Tue Wed Thu,10:50-12:05,208,15,31,46,no,10:50,12:05,False,13,3
2023-2024,Summer Semester,14140,introduction to data science,1,Prof. Amer Badarneh,28,Data Science,Sun Mon Tue Wed Thu,09:25-10:40,206,18,12,46,no,09:25,10:40,False,14,3
2023-2024,Summer Semester,14260,data engineering,1,Prof. Moh'D Azzeh,51,Data Science,Sun Mon Tue,09:25-10:40,207,5,11,52,blended,09:25,10:40,False,14,3
2023-2024,Summer Semester,14270,statistics and probability for data science,1,Dr. Amera Al-Amery,215,Data Science,Sun Mon Tue Wed Thu,10:50-12:05,it102,3,14,45,no,10:50,12:05,False,14,3
2023-2024,Summer Semester,14351,natural language processing,1,Prof. Moh'D Azzeh,51,Data Science,Sun Mon Tue Wed Thu,10:50-12:05,207,5,11,52,no,10:50,12:05,False,14,3
2023-2024,Summer Semester,14364,data visualization,1,Dr. Amera Al-Amery,215,Data Science,Sun Mon Tue Wed Thu,09:25-10:40,206,18,10,46,no,09:25,10:40,False,14,3
2023-2024,Summer Semester,14465,data mining,1,Prof. Amer Badarneh,28,Data Science,Sun Mon Tue Wed Thu,10:50-12:05,206,18,21,46,blended,10:50,12:05,False,14,3
2023-2024,Summer Semester,15110,cybersecurity fundamentals,1,Prof. Mustafa Al-Fayoumi,37,Cyber Security,Sun Mon Tue,12:15-13:30,202,7,13,60,blended,12:15,13:30,False,15,3
2023-2024,Summer Semester,15200,programming for security professionals,1,Prof. Ja'Afer Alsaraireh,55,Cyber Security,Sun Mon Tue Wed Thu,09:25-10:40,208,15,15,46,no,09:25,10:40,False,15,3
2023-2024,Summer Semester,15201,programming for security professionals lab,1,Hamam Alakhras,38,Cyber Security,Mon Wed,13:40-16:40,it104,9,12,34,no,13:40,16:40,True,15,1
2023-2024,Summer Semester,15220,networks fundamentals,1,Prof. Mohammad Al Nabhan,54,Cyber Security,Sun Mon Tue Wed Thu,10:50-12:05,208,15,15,46,no,10:50,12:05,False,15,3
2023-2024,Summer Semester,15310,cryptography,1,Prof. Mustafa Al-Fayoumi,37,Cyber Security,Sun Mon Tue Wed Thu,10:50-12:05,206,18,11,46,no,10:50,12:05,False,15,3
2023-2024,Summer Semester,15321,network security and protocols,1,Prof. Mohammad Al Nabhan,54,Cyber Security,Sun Mon Tue Wed Thu,12:15-13:30,204,2,10,52,no,12:15,13:30,False,15,3
2023-2024,Summer Semester,15322,network security and protocols lab,1,Hamam Alakhras,38,Cyber Security,Sun Tue,13:40-16:40,it105,10,8,30,no,13:40,16:40,True,15,1
2023-2024,Summer Semester,15360,database security,1,Prof. Ja'Afer Alsaraireh,55,Cyber Security,Sun Mon Tue Wed Thu,10:50-12:05,it103,17,14,40,no,10:50,12:05,False,15,3
2023-2024,Summer Semester,15370,cryptography principles and practice,1,Prof. Mustafa Al-Fayoumi,37,Cyber Security,Sun Mon Tue Wed Thu,10:50-12:05,206,18,19,46,no,10:50,12:05,False,15,3
2023-2024,Summer Semester,20131,mathematics for business,1,Yousef Abu Hour,56,Basic Sciences,Sun Mon Tue,08:00-09:15,301,21,43,51,blended,08:00,09:15,False,20,3
2023-2024,Summer Semester,20131,mathematics for business,2,Yousef Abu Hour,56,Basic Sciences,Sun Mon Tue,10:50-12:05,301,21,48,51,blended,10:50,12:05,False,20,3
2023-2024,Summer Semester,20132,calculus (1),1,Omar Yasin,58,Basic Sciences,Sun Mon Tue Wed Thu,12:15-13:30,302,22,32,50,no,12:15,13:30,False,20,3
2023-2024,Summer Semester,20132,calculus (1),2,Omar Yasin,58,Basic Sciences,Sun Mon Tue Wed Thu,10:50-12:05,302,22,33,50,no,10:50,12:05,False,20,3
2023-2024,Summer Semester,20133,calculus 2 for engineering,1,Omar Yasin,58,Basic Sciences,Sun Mon Tue Wed Thu,08:00-09:15,302,22,38,50,no,08:00,09:15,False,20,3
2023-2024,Summer Semester,20133,calculus 2 for it,2,Amani As-Suhiemate,217,Basic Sciences,Sun Mon Tue Wed Thu,10:50-12:05,302,22,35,50,no,10:50,12:05,False,20,3
2023-2024,Summer Semester,20133,calculus 2 for it,3,Raja'A Al-Qderat,61,Basic Sciences,Sun Mon Tue Wed Thu,13:40-14:55,302,22,42,50,no,13:40,14:55,False,20,3
2023-2024,Summer Semester,20134,discrete mathematics (1),1,Dr. Sahar Aleid,201,Basic Sciences,Sun Mon Tue,09:25-10:40,341,23,41,50,blended,09:25,10:40,False,20,3
2023-2024,Summer Semester,20134,discrete mathematics (1),2,Prof. Ma'Moon Ahmed,64,Basic Sciences,Sun Mon Tue,12:15-13:30,341,23,42,50,blended,12:15,13:30,False,20,3
2023-2024,Summer Semester,20134,discrete mathematics (1),3,Prof. Ma'Moon Ahmed,64,Basic Sciences,Sun Mon Tue,13:40-14:55,341,23,42,50,blended,13:40,14:55,False,20,3
2023-2024,Summer Semester,20134,discrete mathematics (1),4,Raja'A Al-Qderat,61,Basic Sciences,Sun Mon Tue,08:00-09:15,341,23,40,50,blended,08:00,09:15,False,20,3
2023-2024,Summer Semester,20135,discrete mathematics (2),1,Prof. Fida Mohammad,60,Basic Sciences,Sun Mon Tue,13:40-14:55,341,23,34,50,blended,13:40,14:55,False,20,3
